-1,-1,-1,580,581,-1,-1,-1,-1,-1
-1,-1,-1,600,601,-1,-1,-1,-1,-1
-1,-1,-1,620,621,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,124,-1,-1,-1,-1,-1,-1
-1,-1,-1,144,-1,-1,-1,-1,-1,-1
-1,-1,-1,164,-1,-1,-1,580,581,-1
-1,-1,124,-1,-1,-1,-1,600,601,-1
-1,-1,144,-1,-1,-1,-1,620,621,-1
-1,-1,144,-1,-1,-1,-1,-1,-1,-1
-1,-1,144,-1,-1,-1,124,-1,-1,-1
-1,-1,164,-1,-1,-1,144,-1,-1,-1
-1,-1,-1,-1,-1,-1,144,-1,-1,-1
-1,-1,-1,-1,-1,-1,144,-1,-1,-1
-1,-1,-1,-1,-1,-1,164,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
